,Product_Name,Prices,Desc,Reviews
989,N/A,N/A,"
                                                            mobiles under 50000 5g phones
                                                        ",N/A
990,N/A,N/A,"
                                                        mobile
                                                    ",N/A
991,N/A,N/A,"
                                                            samsung mobiles under 50000
                                                        ",N/A
992,N/A,N/A, or ,N/A
993,"Nokia 235 4G | All-New Keypad Phone with Dual SIM, Scan & Pay UPI, Rear Camera, Wireless FM Radio, MP3 Player, Bluetooth & USB Type C | Black","3,599",FREE delivery ,N/A
994,"Acko 1-Year Total Damage Protection Plan for Phones Between INR 10,001-15,000 (Email Delivery)",799,"Tue, 11 Feb ",N/A
995,"Nokia 215 4G Dual SIM 4G Phone with Long Battery Life, Multiplayer Games, Wireless FM Radio and Durable Ergonomic Design | Cyan Green","2,324",Or fastest delivery ,N/A
996,"Kratos K2 Selfie Stick with Tripod Stand, 3 in 1 Multifunctional design, Rechargable LED Light with Two Brighness Levels for Make up, Selfie, Vlogging & Photo Shoot, Selfie stick with Bluetooth Remote",299,"Tomorrow, 10 Feb ",N/A
997,"Portronics 51W Car Power 16 Fast Car Charger with Dual Output, 51 Watts Total (18W USB + 33W Type C PD), Fast Charging, Adapter for iPhone & Android Smartphones and Tablets (Black)",398,FREE delivery ,N/A
998,"Selfie Stick Tripod Stand 40inch/102cm, 3 in 1 Multifunctional Selfie Stick 360° Rotation Phone Holder for Vlogging, Designed for All Smartphones",829,"Tomorrow, 10 Feb ",N/A
999,"Portronics Spark 51W Multi-Vehicle Phone Charger, 33W Type-C Power Delivery, 18W USB Fast Charging, Type-C & USB Dual Output, for Motorcycles & Scooters",618,FREE delivery ,N/A
1000,"Kratos K2-v2 Selfie Stick with Tripod Stand, 3 in 1 Multifunctional Design, Rechargable LED Light with Two Brighness Levels, Selfie, Vlogging & Photo Shoot, Selfie Stick with Bluetooth Remote",499,"Tue, 11 Feb ",N/A
1001,"KINGONE Long Selfie Stick with Tripod Stand Aluminum 71inch/180cm, 360° Degree Rotation Selfie Stick Tripod for Phone, Rechargeable Remote & LED Fill Light, 1/4"" Screw for Camera Gopro for Vlogging","1,698",Or fastest delivery ,N/A
1002,"Elfora Bluetooth Selfie Stick Tripod Stand with 360 Degree Adjustable Compatible for iPhone and Android Smartphones, Perfect for Capturing Stunning Photos, Vlog and Photoshoot 90cm (Black)",379,"Tomorrow, 10 Feb ",N/A
1003,"Tecno POVA 6 NEO 5G (Aurora Cloud, 8GB+256GB) | Advanced AI Features | 108MP Ultra Clear AI Camera | D6300 Powerful Processor | 5 Year Lag Free Fluency | 5000 mAh Battery | in Built Infrared and NFC","13,999",2% off coupon applied,N/A
1004,"Lava Blaze Curve 5G (Glass Iron, 8GB LPDDR5 RAM, UFS 3.1 128GB Storage) | 120Hz Curved Amoled Display |2.6GHz Dimensity 7050 6nm Processor | 64 MP Primary Sony Sensor","13,999", with coupon,N/A
1005,Sounce 360° Degree Cell Phone Holder with Universal 1/4 Screw Adjustable Clamp Phone Tripod Mount Adapter Compatible with Smartphones & All Types of Tripods Monopods Selfie Sticks (Black),149,FREE delivery ,N/A
1006,"Motorola G64 5G (Ice Lilac, 12GB RAM, 256GB Storage) | Expandable Upto 2TB | Upto 24GB RAM with RAM Boost | 50MP (OIS) + 8MP | 16MP Front Camera | MediaTek Dimensity 7025 Processor | 6000 mAh Battery","16,154","Tue, 11 Feb ",N/A
1007,"Redmi Note 14 5G (Titan Black, 8GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","19,999",on ₹499 of items fulfilled by Amazon,N/A
1008,"Blushinsta Portable Selfie Stick,Handy Tripod with Detachable Wireless Remote&Mini Tripod Stand for iPhone 13 12 11 Pro Xs Max Xr X 8 7 6 Plus,Smartphone (Without Light)(Black) Pack of 1",325,Or fastest delivery ,N/A
1009,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1010,N/A,N/A,FREE delivery ,N/A
1011,N/A,N/A,"Tue, 11 Feb ",N/A
1012,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1013,N/A,N/A,Or fastest delivery ,N/A
1014,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1015,N/A,N/A,Number 1 Top-Rated,N/A
1016,N/A,N/A,FREE delivery ,N/A
1017,N/A,N/A,"Tue, 11 Feb ",N/A
1018,N/A,N/A,Or fastest delivery ,N/A
1019,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1020,N/A,N/A,FREE delivery ,N/A
1021,N/A,N/A,"Tue, 11 Feb ",N/A
1022,N/A,N/A,Or fastest delivery ,N/A
1023,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1024,N/A,N/A,FREE delivery ,N/A
1025,N/A,N/A,"Tue, 11 Feb ",N/A
1026,N/A,N/A,Or fastest delivery ,N/A
1027,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1028,N/A,N/A,FREE delivery ,N/A
1029,N/A,N/A,"Tue, 11 Feb ",N/A
1030,N/A,N/A,FREE delivery ,N/A
1031,N/A,N/A,"Tue, 11 Feb ",N/A
1032,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1033,N/A,N/A,Or fastest delivery ,N/A
1034,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1035,N/A,N/A,"₹1,000 off coupon applied",N/A
1036,N/A,N/A, with coupon,N/A
1037,N/A,N/A,FREE delivery ,N/A
1038,N/A,N/A,"Tue, 11 Feb ",N/A
1039,N/A,N/A,Or fastest delivery ,N/A
1040,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1041,N/A,N/A,FREE delivery ,N/A
1042,N/A,N/A,"Wed, 12 Feb ",N/A
1043,N/A,N/A,Or fastest delivery ,N/A
1044,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1045,N/A,N/A,FREE delivery ,N/A
1046,N/A,N/A,"Tue, 11 Feb ",N/A
1047,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1048,N/A,N/A,Or fastest delivery ,N/A
1049,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1050,N/A,N/A,FREE delivery ,N/A
1051,N/A,N/A,"Tue, 11 Feb ",N/A
1052,N/A,N/A,"₹16,151",N/A
1053,N/A,N/A,FREE delivery ,N/A
1054,N/A,N/A,"Tue, 11 Feb ",N/A
1055,N/A,N/A,Or fastest delivery ,N/A
1056,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1057,N/A,N/A,FREE delivery ,N/A
1058,N/A,N/A,"Tue, 11 Feb ",N/A
1059,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1060,N/A,N/A,Or fastest delivery ,N/A
1061,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1062,N/A,N/A,"
                                                        mobile under 50000-60000
                                                    ",N/A
1063,N/A,N/A,"
                                                            mobile under 40000
                                                        ",N/A
1064,N/A,N/A,"
                                                        mobile under 5000
                                                    ",N/A
1065,N/A,N/A,"
                                                            mobiles under 50000 5g phones
                                                        ",N/A
1066,N/A,N/A,"
                                                        mobile
                                                    ",N/A
1067,N/A,N/A,"
                                                            samsung mobiles under 50000
                                                        ",N/A
1068,N/A,N/A, or ,N/A
1069,"AUTOGUYS B29 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp 360° Rotation Phone Mount (Random Color)",249,FREE delivery on orders over ₹499 shipped by Amazon,N/A
1070,"Realme C65, Glowing Black , 6GB + 128GB","10,899",FREE delivery ,N/A
1071,"Portronics Mobot 4 Universal Mobile Holding Stand with 360°Rotatable & Height Adjustable, Foldable & Anti-Skid Design, Stable Metallic Round Base, Mobile Holder for Smartphone, Tablets, Kindles",239,"Tue, 11 Feb ",N/A
1072,Elv Universal Mobile Phone Tabletop Stand Holder Mount with Inbuilt Cable Organiser and Card Holder - Black,99,Or fastest delivery ,N/A
1073,"Portronics Mobot Clip Mobile Holder with 360° Adjustable Angles, Light Weight, Pocket Friendly, Mobile Stand for Table/Video Recording/Vlogging, Compatible with 4 to 6.4 inch Smartphones (Black)",428,"Tomorrow, 10 Feb ",N/A
1074,"Portronics Clamp M Car Mobile Holder with 360° Rotational, Strong Suction Cup, One Click Release Button Compatible with 4 to 6 inch Devices(Black)",289,"₹10,799",N/A
1075,"Vivo Y29 5G (Diamond Black, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","18,999",FREE delivery ,N/A
1076,"Tensea Mobile Phone Charging Stand, Multi-Functional Storage Holder, Bedside Fixed Rack, Bedroom, Office Accessories, Acrylonitrile Butadiene Styrene, White 01, Portable Electronic Devices",88,"Wed, 12 Feb ",N/A
1077,"WeCool S2 Selfie Stick Tripod, 6sec Telescopic Pole with 42in/106cm extendable Selfie Stick, Detachable Mobile Holder with Wireless Remote for Photoshoot & Vlogging, Compatible with iPhone & Android",699,on ₹499 of items fulfilled by Amazon,N/A
1078,"Bowiemall Cell Phone Armband Under 6 Inch Sweatproof Sports Running Armband with Adjustable Elastic Band & Key Holder for Running, Walking Phone Holder for Arm for Mobile Phone",288,Or fastest delivery ,N/A
1079,"Kratos K6 Upgraded 61 Inch Long Selfie Stick, Balance Handle for Anti Shake Shooting, 6 Section Telescopic design fr Wide-Angle Photography, Selfie Stick with Tripod stand for Gopro,Camera & Ringlight","1,699","Tomorrow, 10 Feb ",N/A
1080,"ZEBRONICS BMH100, Bike Mobile Holder, Upto 6.8 inches, 360° Rotatable, One Press Lock and Release, Stable and Secure, Anti-Skid Silicone Pads, for Maps & Navigation",299,FREE delivery ,N/A
1081,"BOBO BM4 PRO Plus Jaw-Grip with PRO Plus Vibration Damper Waterproof Bike/Motorcycle/Scooter Mobile Phone Holder Mount, Ideal for Maps and GPS Navigation (Black)","1,699","Tue, 11 Feb ",N/A
1082,"GRENARO Wireless Mic for Youtubers, Noise Cancellation Wireless Microphone for Video Recording, Live Streaming, Mic Wireless for Type-C Ports Devices, 30M Range (Singel Channel Type-C Port Version)",799,on ₹499 of items fulfilled by Amazon,N/A
1083,"Nothing Phone (2a) 5G (Black, 8GB RAM, 128GB Storage) | 6.7"" AMOLED Display | 50MP (OIS) + 50 MP | 32 MP Front | Mediatek Dimensity 7200 Pro Processor | Glyph Interface | 45 W Charging 100% in 59 mins","20,600",Or fastest delivery ,N/A
1084,"realme NARZO 70 Turbo 5G (Turbo Green,12GB RAM, 256GB Storage) | Dimensity 7300 Energy 5G Chipset is Fastest chipset in This Segment | Motorsports Inspired Design","20,998","Tomorrow, 10 Feb ",N/A
1085,N/A,N/A,FREE delivery ,N/A
1086,N/A,N/A,"Tue, 11 Feb ",N/A
1087,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1088,N/A,N/A,Or fastest delivery ,N/A
1089,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1090,N/A,N/A,FREE delivery ,N/A
1091,N/A,N/A,"Tue, 11 Feb ",N/A
1092,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1093,N/A,N/A,Or fastest delivery ,N/A
1094,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1095,N/A,N/A,FREE delivery ,N/A
1096,N/A,N/A,"Tue, 11 Feb ",N/A
1097,N/A,N/A,Or fastest delivery ,N/A
1098,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1099,N/A,N/A,₹5 off coupon applied,N/A
1100,N/A,N/A, with coupon,N/A
1101,N/A,N/A,FREE delivery ,N/A
1102,N/A,N/A,"Fri, 14 Feb ",N/A
1103,N/A,N/A,FREE delivery ,N/A
1104,N/A,N/A,"Tue, 11 Feb ",N/A
1105,N/A,N/A,Or fastest delivery ,N/A
1106,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1107,N/A,N/A,FREE delivery ,N/A
1108,N/A,N/A,"Tue, 11 Feb ",N/A
1109,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1110,N/A,N/A,Or fastest delivery ,N/A
1111,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1112,N/A,N/A,FREE delivery ,N/A
1113,N/A,N/A,"Tue, 11 Feb ",N/A
1114,N/A,N/A,FREE delivery ,N/A
1115,N/A,N/A,"Tue, 11 Feb ",N/A
1116,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1117,N/A,N/A,Or fastest delivery ,N/A
1118,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1119,N/A,N/A,Number 1 Top-Rated,N/A
1120,N/A,N/A,FREE delivery ,N/A
1121,N/A,N/A,"Tue, 11 Feb ",N/A
1122,N/A,N/A,Or fastest delivery ,N/A
1123,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1124,N/A,N/A,2.4GHz,N/A
1125,N/A,N/A,5% off coupon applied,N/A
1126,N/A,N/A, with coupon,N/A
1127,N/A,N/A,FREE delivery ,N/A
1128,N/A,N/A,"Tue, 11 Feb ",N/A
1129,N/A,N/A,Or fastest delivery ,N/A
1130,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1131,N/A,N/A,FREE delivery ,N/A
1132,N/A,N/A,"Wed, 12 Feb ",N/A
1133,N/A,N/A,Or fastest delivery ,N/A
1134,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1135,N/A,N/A,"₹20,580",N/A
1136,N/A,N/A,"₹2,000 off coupon applied",N/A
1137,N/A,N/A, with coupon,N/A
1138,N/A,N/A,FREE delivery ,N/A
1139,N/A,N/A,"Tue, 11 Feb ",N/A
1140,N/A,N/A,Or fastest delivery ,N/A
1141,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1142,N/A,N/A,"
                                                        mobile under 50000-60000
                                                    ",N/A
1143,N/A,N/A,"
                                                            mobile under 40000
                                                        ",N/A
1144,N/A,N/A,"
                                                        mobile under 5000
                                                    ",N/A
1145,N/A,N/A,"
                                                            mobiles under 50000 5g phones
                                                        ",N/A
1146,N/A,N/A,"
                                                        mobile
                                                    ",N/A
1147,N/A,N/A,"
                                                            samsung mobiles under 50000
                                                        ",N/A
1148,N/A,N/A, or ,N/A
1149,"BOBO BM4 PRO Plus Jaw-Grip with PRO Plus Vibration Damper Waterproof Bike/Motorcycle/Scooter Mobile Phone Holder Mount, Ideal for Maps and GPS Navigation (Black)","1,699",Number 1 Top-Rated,N/A
1150,"GRENARO Wireless Mic for Youtubers, Noise Cancellation Wireless Microphone for Video Recording, Live Streaming, Mic Wireless for Type-C Ports Devices, 30M Range (Singel Channel Type-C Port Version)",799,FREE delivery ,N/A
1151,"Nothing Phone (2a) 5G (Black, 8GB RAM, 128GB Storage) | 6.7"" AMOLED Display | 50MP (OIS) + 50 MP | 32 MP Front | Mediatek Dimensity 7200 Pro Processor | Glyph Interface | 45 W Charging 100% in 59 mins","20,600","Tue, 11 Feb ",N/A
1152,"realme NARZO 70 Turbo 5G (Turbo Green,12GB RAM, 256GB Storage) | Dimensity 7300 Energy 5G Chipset is Fastest chipset in This Segment | Motorsports Inspired Design","20,998",Or fastest delivery ,N/A
1153,"Vivo Y29 5G (Diamond Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","16,999","Tomorrow, 10 Feb ",N/A
1154,"OnePlus Nord CE4 (Dark Chrome, 8GB RAM, 128GB Storage)","21,999",2.4GHz,N/A
1155,"CASON Mobile Holder for Bikes,Phone Stand for Scooty with Rear Mirror Mount & Shock Absorbtion,Switch Lock Behind,Cushioning Pads,360° Rotation for Handlebar Compatible with All Phones","1,095",5% off coupon applied,N/A
1156,"Portronics Clamp Y Adjustable Air Vent Mobile Holder for Car with 360° Rotational, One Click Release Button, Compatible with 4 to 6 inch Devices(Black)",329, with coupon,N/A
1157,Sounce Mobile Stand Holder Metal Built - Cell Phone Stand Perfect for Video Table Online Class Home Bed Flexible Charging Hand Bike Movie Office Gift Desktop Heavy Duty Lazy Mount Multi Angle Clamp,199,FREE delivery ,N/A
1158,OneAssist 1 Year Extended Warranty Plan for Mobile Between INR 10001-15000 (E-Mail Delivery Only),499,"Tue, 11 Feb ",N/A
1159,"realme GT 6T 5G (Fluid Silver,12GB RAM+512GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M+AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display","39,999",Or fastest delivery ,N/A
1160,"realme P1 5G (Peacock Green, 6GB RAM, 128GB Storage)","14,454","Tomorrow, 10 Feb ",N/A
1161,"MonkETail Waterproof Bike Bicycle Cell Phone Holder for Motorcycle - Bike Bicycle Handlebars, 360° Adjustable Universal Motorcycle Phone Mount Bike Mobile Phone Holder with TPU Touch-Screen (Black)",394,FREE delivery ,N/A
1162,"TheGiftKart Flip Back Cover Case for Samsung Galaxy M35 5G | Dual-Color Leather Finish | Inbuilt Stand & Pockets | Wallet Style Flip Back Case Cover for Samsung M35 5G (Faux Leather, Blue & Sky)",299,"Wed, 12 Feb ",N/A
1163,"TheGiftKart Shockproof Crystal Clear Back Cover Case for Samsung Galaxy M35 5G | 360 Degree Protection | Protective Design | Transparent Back Cover Case for Samsung M35 5G (PC & TPU, Black Bumper)",199,Or fastest delivery ,N/A
1164,ZedGear Wall Mounted Mobile Holder Storage Case for Remote with Charging Port & Adjustable Viewing Angle Mobile Stand/Multi Purpose Stand - Black & White (Pack of 2),149,"Tomorrow, 10 Feb ",N/A
1165,N/A,N/A,"₹20,580",N/A
1166,N/A,N/A,"₹2,000 off coupon applied",N/A
1167,N/A,N/A, with coupon,N/A
1168,N/A,N/A,FREE delivery ,N/A
1169,N/A,N/A,"Tue, 11 Feb ",N/A
1170,N/A,N/A,Or fastest delivery ,N/A
1171,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1172,N/A,N/A,FREE delivery ,N/A
1173,N/A,N/A,"Tue, 11 Feb ",N/A
1174,N/A,N/A,Or fastest delivery ,N/A
1175,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1176,N/A,N/A,FREE delivery ,N/A
1177,N/A,N/A,"Tue, 11 Feb ",N/A
1178,N/A,N/A,Or fastest delivery ,N/A
1179,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1180,N/A,N/A,FREE delivery ,N/A
1181,N/A,N/A,"Wed, 12 Feb ",N/A
1182,N/A,N/A,Or fastest delivery ,N/A
1183,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1184,N/A,N/A,FREE delivery ,N/A
1185,N/A,N/A,"Tue, 11 Feb ",N/A
1186,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1187,N/A,N/A,Or fastest delivery ,N/A
1188,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1189,N/A,N/A,FREE delivery ,N/A
1190,N/A,N/A,"Tue, 11 Feb ",N/A
1191,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1192,N/A,N/A,Or fastest delivery ,N/A
1193,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1194,N/A,N/A,FREE delivery ,N/A
1195,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1196,N/A,N/A,FREE delivery ,N/A
1197,N/A,N/A,"Tue, 11 Feb ",N/A
1198,N/A,N/A,Or fastest delivery ,N/A
1199,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1200,N/A,N/A,FREE delivery ,N/A
1201,N/A,N/A,"Fri, 14 Feb ",N/A
1202,N/A,N/A,Or fastest delivery ,N/A
1203,N/A,N/A,"Wed, 12 Feb ",N/A
1204,N/A,N/A,FREE delivery ,N/A
1205,N/A,N/A,"Wed, 12 Feb ",N/A
1206,N/A,N/A,FREE delivery ,N/A
1207,N/A,N/A,"Tue, 11 Feb ",N/A
1208,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1209,N/A,N/A,Or fastest delivery ,N/A
1210,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1211,N/A,N/A,FREE delivery ,N/A
1212,N/A,N/A,"Tue, 11 Feb ",N/A
1213,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1214,N/A,N/A,Or fastest delivery ,N/A
1215,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1216,N/A,N/A,FREE delivery ,N/A
1217,N/A,N/A,"Tue, 11 Feb ",N/A
1218,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1219,N/A,N/A,Or fastest delivery ,N/A
1220,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1221,N/A,N/A,"
                                                        mobile under 50000-60000
                                                    ",N/A
1222,N/A,N/A,"
                                                            mobile under 40000
                                                        ",N/A
1223,N/A,N/A,"
                                                        mobile under 5000
                                                    ",N/A
1224,N/A,N/A,"
                                                            mobiles under 50000 5g phones
                                                        ",N/A
1225,N/A,N/A,"
                                                        mobile
                                                    ",N/A
1226,N/A,N/A,"
                                                            samsung mobiles under 50000
                                                        ",N/A
1227,N/A,N/A, or ,N/A
1228,SIAGO SIA11 Premium Mobile Holder for Scooty - Universal Fit | Activa Mobile Holder for Scooter | Water-Resistant Pouch Smoky Black,314.,FREE delivery ,N/A
1229,"STRIFF Flexible Mobile- Stand, Mobile Clip Holder, Metal Built -for Video, Heavy Duty Foldable Tabletop Holder with 360° Rotation, Multi Angle Clamp for All Smartphones (Black)",200,"Tue, 11 Feb ",N/A
1230,"realme NARZO 70 Turbo 5G (Turbo Purple,12GB RAM, 256GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design","20,998",on ₹499 of items fulfilled by Amazon,N/A
1231,"SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones",549,Or fastest delivery ,N/A
1232,Blackstar Spiro MAG - 540°Angle Rotation-Enabled Magnetic Mobile Phone Holder for Car Dashboard/Phone Mount Stand - Has Strongest & Safest Magnets - Use in Car/Bike/Home (Not MAGSAFE Compatible),473,"Tomorrow, 10 Feb ",N/A
1233,OneAssist 1 Year Extended Warranty Plan for Mobile Between INR 20001-25000 (E-Mail Delivery Only),849,FREE delivery ,N/A
1234,"Lava Storm 5G (Thunder Black, 8GB RAM, 128GB ROM) | Powerful MediaTek Dimensity 6080 Processor | 50MP Ultrawide Rear+16MP Front Camera |No Bloatware | Segment's Most Affordable 5G Smartphone on Amazon","12,499","Tue, 11 Feb ",N/A
1235,"Infinix Hot 50 5G, Vibrant Blue (8GB, 128GB)","10,699",on ₹499 of items fulfilled by Amazon,N/A
1236,"amazon basics Original ONE Touch USE Technology Magnetic Mobile Holder for Car Dashboard | (World's Strongest and Safest Magnets) | Can be Used in Car, Bike, Scooter, Desk, Office, Home",409,Or fastest delivery ,N/A
1237,"BROLAVIYA Overhead Video Mobile Stand, New Extra Long Arm, 1/4"" Head 2 Way Base clamp, and Bracket for Mobile Phone, for, Overhead Video, Desktop,Bedroom, Office, Black","1,375","Tomorrow, 10 Feb ",N/A
1238,Elfora 360° Mobile Stand |Rotatable & Foldable | Tabletop Mobile Holder |Multiple Height & Angle Adjustments | Compatible for iPhone | Samsung | Oneplus | Vivo | Oppo & Other Smartphones (Black),299,FREE delivery ,N/A
1239,"Tygot X-1 67 Inch (170cm) Aluminium Tripod with Bluetooth Remote, Mobile Holder, Phone Stand for Ring Light, GoPro & Camera, Light Stand for Video Recording, Shooting, Streaming, Reels, YouTube",849,"Tue, 11 Feb ",N/A
1240,"AUTOGUYS B33 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp 360° Rotation Phone Mount (Random Color)",249,Or fastest delivery ,N/A
1241,"TECHONTO Mobile Phone Chest Belt Harness with J Hook for Vlogging, YouTube Videos Compatible with All Mobile Phones and Action Cameras Go Pro & Insta 360 (Black)",349,"Tomorrow, 10 Feb ",N/A
1242,"Redmi A3X (Olive Green, 4GB RAM, 128GB Storage) | Premium Halo Design | 90Hz Display | Powerful Octa Core Processor","7,499",FREE delivery ,N/A
1243,"OnePlus 12R (Iron Gray, 8 GB RAM, 256 GB Storage)","39,999","Wed, 12 Feb ",N/A
1244,N/A,N/A,Or fastest delivery ,N/A
1245,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1246,N/A,N/A,FREE delivery ,N/A
1247,N/A,N/A,"Wed, 12 Feb ",N/A
1248,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1249,N/A,N/A,Or fastest delivery ,N/A
1250,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1251,N/A,N/A,FREE delivery ,N/A
1252,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1253,N/A,N/A,FREE delivery ,N/A
1254,N/A,N/A,"Tue, 11 Feb ",N/A
1255,N/A,N/A,Or fastest delivery ,N/A
1256,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1257,N/A,N/A,FREE delivery ,N/A
1258,N/A,N/A,"Wed, 12 Feb ",N/A
1259,N/A,N/A,Or fastest delivery ,N/A
1260,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1261,N/A,N/A,FREE delivery ,N/A
1262,N/A,N/A,"Tue, 11 Feb ",N/A
1263,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1264,N/A,N/A,Or fastest delivery ,N/A
1265,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1266,N/A,N/A,FREE delivery ,N/A
1267,N/A,N/A,"Wed, 12 Feb ",N/A
1268,N/A,N/A,Or fastest delivery ,N/A
1269,N/A,N/A,"Tue, 11 Feb ",N/A
1270,N/A,N/A,FREE delivery ,N/A
1271,N/A,N/A,"Wed, 12 Feb ",N/A
1272,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1273,N/A,N/A,Or fastest delivery ,N/A
1274,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1275,N/A,N/A,FREE delivery ,N/A
1276,N/A,N/A,"Tue, 11 Feb ",N/A
1277,N/A,N/A,Or fastest delivery ,N/A
1278,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1279,N/A,N/A,FREE delivery on orders over ₹499 shipped by Amazon,N/A
1280,N/A,N/A,FREE delivery ,N/A
1281,N/A,N/A,"Wed, 12 Feb ",N/A
1282,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1283,N/A,N/A,Or fastest delivery ,N/A
1284,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1285,N/A,N/A,FREE delivery ,N/A
1286,N/A,N/A,"Tue, 11 Feb ",N/A
1287,N/A,N/A,Or fastest delivery ,N/A
1288,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1289,N/A,N/A,"₹7,390",N/A
1290,N/A,N/A,FREE delivery ,N/A
1291,N/A,N/A,"Tue, 11 Feb ",N/A
1292,N/A,N/A,Or fastest delivery ,N/A
1293,N/A,N/A,"Tomorrow, 10 Feb ",N/A
1294,N/A,N/A,"
                                                        mobile under 50000-60000
                                                    ",N/A
1295,N/A,N/A,"
                                                            mobile under 40000
                                                        ",N/A
1296,N/A,N/A,"
                                                        mobile under 5000
                                                    ",N/A
1297,N/A,N/A,"
                                                            mobiles under 50000 5g phones
                                                        ",N/A
1298,N/A,N/A,"
                                                        mobile
                                                    ",N/A
1299,N/A,N/A,"
                                                            samsung mobiles under 50000
                                                        ",N/A
1300,N/A,N/A, or ,N/A
1301,"ZORBES® Armband for Mobile Phone Running, Waterproof Phone Holder for Running for iPhone 14 Pro Max, iPhone 13 Pro Max, Elastic Arm Band with Card Holder for Within 7in 's Mobile",399,FREE delivery ,N/A
1302,"CASON -Mobile Holder for Bikes,Scooty/Cycle Phone Holder Mount,Anti-Shake Design,Switch Lock Behind,Cushioning Pads,360° Rotation for Handlebar Compatible with All Phones for Maps,GPS(Black)",689,"Tue, 11 Feb ",N/A
1303,N/A,N/A,on ₹499 of items fulfilled by Amazon,N/A
1304,N/A,N/A,Or fastest delivery ,N/A
1305,N/A,N/A,"Tomorrow, 10 Feb ",N/A
